DrugBank ID,SMILES,node_idx
DB01012,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,1270
DB05057,OC(=O)CSCC(=O)NC1CCSC1=O,1271
DB03758,[H]/C1=C([H])\C(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O[C@]([H])(C)C[C@@]2([H])O[C@]2([H])/C([H])=C\1/[H],1272
DB07010,ClC1=CC(=CC=C1)C1=CNN=C1C1=CNC(=C1)C(=O)NCC1=CC=CC=C1,1273
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,1274
DB07756,CC1=C(CSCC2=CC(=CC=C2)C(O)(O)C(F)(F)F)C(N)=C2C(F)=CC=CC2=N1,1275
DB00324,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,1276
DB05824,CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1,1277
DB07974,CC(C)N1CCC(CC1)NC(=O)C1=CC2=C(C=CC=C2)N1CC(=O)NC1=CC=C(Cl)C=C1,1278
DB07506,[H][C@](CC(O)=O)(CC1=CC=CC=C1)C(O)=O,1279
DB06992,CC1=CC=C(C=C1F)C1=NC(=CC=C1)C(=O)N1CCCC(C)(C)C1,1280
DB03937,O[C@H](COP(O)(O)=O)[C@@H](O)C=O,1281
DB01558,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,1282
DB00933,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,1283
DB06738,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,1284
DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,1285
DB00558,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,1286
DB06741,OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1,1287
DB01672,OC(=O)C1=CC=CC(O)=C1O,1288
DB00123,NCCCC[C@H](N)C(O)=O,1289
DB03552,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O,1290
DB00603,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,1291
DB00574,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,1292
DB06892,[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1,1293
DB05265,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O,1294
DB00248,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,1295
DB02662,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O,1296
DB06209,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,1297
DB04446,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2,1298
DB04180,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1,1299
DB04551,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,1300
DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,1301
DB03012,[H][C@@](CC1=CC=CC=C1)(NS(N)(=O)=O)C(O)=O,1302
DB07173,[H][C@]1(C)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1303
DB04069,NC1=NN=C2C(CCC3=CC=CC=C23)=C1,1304
DB07986,OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1,1305
DB07859,ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=CNN=C1,1306
DB03380,[H][C@](N)(CC1=CC=C(O)C=C1)C(N)=O,1307
DB00982,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,1308
DB08150,[NH3+]C1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1,1309
DB06982,[H][C@@](CCCCCCNC(=O)OC(C)(C)C)(C(O)=O)C1=CNC2=C1C=CC=C2,1310
DB04847,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=CC=C(OC3=CC=CC=C3)C=C12,1311
DB08927,[H]N(CC)C(=O)N1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,1312
DB01472,COC1=CC=C(CC(C)N)C=C1,1313
DB01254,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,1314
DB04141,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCC)[C@]1([H])O,1315
DB00129,NCCC[C@H](N)C(O)=O,1316
DB08836,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1,1317
DB08187,[H][C@](CC1=CC=CC=C1)(NC)C(=O)N1CCC[C@@]1([H])C(O)=NC[C@@]1([H])CC[C@]([H])(N)CC1,1318
DB00870,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,1319
DB08059,[H][C@@]12CCC(=O)[C@@]1(C)C[C@@H](OC(C)=O)C1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@H](COC)[C@]13C,1320
DB09063,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,1321
DB05442,[H][C@@]12CC[C@](OC(=O)C(Cl)Cl)(C(=O)OCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1322
DB00617,CCC1(C)OC(=O)N(C)C1=O,1323
DB00605,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,1324
DB07089,CCCOC1=CC=C(C=C1)C1=CSC(=C1CC(=O)NC(N)=N)C1=CC=CC=C1Cl,1325
DB06837,[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2,1326
DB02915,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1,1327
DB04014,[O-][N+](=O)C1=CC2=C(NC3=C2CC(=O)NC2=C3C=CC=C2)C=C1,1328
DB06993,[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@]([H])(CC1CC1)C1([H])N[C@]([H])(NO1)C1=C(F)C=C(C=C1)S(C)(=O)=O,1329
DB00598,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,1330
DB08354,ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1,1331
DB00857,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,1332
DB03336,OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F,1333
DB02616,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1,1334
DB00508,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,1335
DB00699,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,1336
DB08610,CC(C)C1=CC=C(COC2=C(Cl)C=C(CC(=O)NCCN)C=C2)C=C1,1337
DB08865,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,1338
DB00548,OC(=O)CCCCCCCC(O)=O,1339
DB07724,COC1=CC=C(C=C1)S(=O)(=O)N1C=C(CCC(O)=O)C2=CC(OC)=CC=C12,1340
DB01723,[H][C@](CCC1=CC(OC)=C(OC)C=C1)(OC(=O)[C@]1([H])CCCCN1C(=O)[C@@]([H])(CC)C1=CC(OC)=C(OC)C(OC)=C1)C1=CC(OCC(O)=O)=CC=C1,1341
DB00207,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1342
DB04837,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,1343
DB07133,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(C)=CC=C1,1344
DB02170,OC1=CC=C(C2=C1C(=O)C1=C(O)C=CC=C1O2)[N+]([O-])=O,1345
DB03132,OS(=O)(=O)CCCSC1=NC2=C(S1)C=CC=C2,1346
DB01079,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,1347
DB04638,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,1348
DB07821,[H][C@](C)(O[P@]([H])(C)=O)C(C)(C)C,1349
DB01837,CC(=O)OC[C@H](N)C(O)=O,1350
DB04795,FC(F)(F)C(=O)CC(=O)C1=CC=CS1,1351
DB00866,CC(C)NCC(O)COC1=CC=CC=C1CC=C,1352
DB00711,CCN(CC)C(=O)N1CCN(C)CC1,1353
DB02670,[H][C@]1(O)C[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])O,1354
DB06877,CN(C)C(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC=C1,1355
DB07124,[H][C@@](N)(COC1=CN=CC(=C1)C1=NCC2=NN=CC2=C1)CC1=C2C=CCC=C2N=C1,1356
DB07237,[H][C@]1(COC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C2=CSC=C2)CCCN1,1357
DB03490,C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1,1358
DB04522,N[C@@H](COP(O)(O)=O)C(O)=O,1359
DB02081,[H][C@@]1(CC2=CC=C(C=C2)C(N)=N)CCCC[C@@]([H])(CC2=CC=C(C=C2)C(N)=N)C1=O,1360
DB01201,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,1361
DB03909,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1362
DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1363
DB07780,CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,1364
DB01256,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)SCC(=O)O[C@]1([H])C[C@@](C)(C=C)[C@@]([H])(O)[C@]([H])(C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@]([H])(C)CC4)N2C,1365
DB07533,CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=N)NC1=O,1366
DB07807,[H][C@@]1(O)CN(CCCC2=CC=CC=C2)C[C@]([H])(CO)[C@@]1([H])O,1367
DB01677,OC(=O)\C=C\C(O)=O,1368
DB00284,[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O,1369
DB01601,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,1370
DB03133,[H][C@]1(CO)O[C@@]([H])(C2=NC3=C(N2)C=C(C)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,1371
DB01037,C[C@H](CC1=CC=CC=C1)N(C)CC#C,1372
DB07122,NC(=N)NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1,1373
DB07676,[H][C@@](O)(CO)CCONC1=C(NC2=CC=CC=C12)C1=C2C=CC=CC2=NC1=O,1374
DB00988,NCCC1=CC(O)=C(O)C=C1,1375
DB00975,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,1376
DB02073,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O,1377
DB08775,[H][C@@](C)(N=C(O)[C@]([H])(CC1=CC=C(O)C=C1)N=C(O)OCC1=CC=CC=C1)C(=O)CF,1378
DB01252,[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O,1379
DB07926,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=C(OC)C=C1)C(=O)NC,1380
DB06835,[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1,1381
DB01024,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,1382
DB00401,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,1383
DB03944,[H][C@]1(C)SC(=O)NN=C1C1=CC2=C(C=C1)N(CCC2)C(=O)C1=CC(OC)=C(OC)C=C1,1384
DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,1385
DB03449,ClC1=CC=CC(CNCCC2=CC=C(NC(=N)C3=CC=CS3)C=C2)=C1,1386
DB00367,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],1387
DB07221,CCCCCCCCCCCC[P+](C)(C)CC(P(O)(O)=O)P(O)(O)=O,1388
DB08749,CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1,1389
DB01291,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,1390
DB00929,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1391
DB01273,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21,1392
DB00917,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1393
DB06155,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1394
DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,1395
DB00853,CN1N=NC2=C(N=CN2C1=O)C(N)=O,1396
DB07141,[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=C(C)C=C1,1397
DB03673,N[C@@H](CC1=CC=CS1)C(O)=O,1398
DB03399,CC[N+]#C,1399
DB01686,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,1400
DB08613,OC(O)(C1=CC=C(S1)C(=O)N1CCN2C(C1)=NC=C2C1=CC=CC=C1)C(F)(F)F,1401
DB02504,CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1,1402
DB01303,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,1403
DB00388,CNC[C@H](O)C1=CC(O)=CC=C1,1404
DB08030,ONC(=O)CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,1405
DB04468,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1406
DB07462,OC1=CC=C(C(=O)C2=CC=CC=C2)C(=C1O)[N+]([O-])=O,1407
DB01426,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,1408
DB07335,CC(C)N1N=C(C2=C1N=CN=C2N)C1=CC=CC(O)=C1,1409
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1410
DB01356,[Li+],1411
DB06853,[H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,1412
DB07121,[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO,1413
DB02116,CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1,1414
DB00864,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,1415
DB08054,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1,1416
DB03273,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O,1417
DB01284,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,1418
DB04677,[H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C,1419
DB00961,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,1420
DB07297,C(CN1CCNCC1)NC1=C2C(OC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,1421
DB03749,CCC1=C(O)C=C(O)C(=C1)C1=NNC=C1C1=CNC=N1,1422
DB06693,[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,1423
DB08891,[H][C@@](CN)(CC(O)=O)C1=CC=C(Cl)C=C1,1424
DB02047,[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,1425
DB05458,CC1=C(OC[C@@H]2CCCN2)C=CC=N1,1426
DB00450,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,1427
DB02638,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1428
DB02661,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12,1429
DB08911,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,1430
DB01227,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,1431
DB00858,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C,1432
DB08277,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O,1433
DB08790,OC(=O)C1=CN(N=C1)C1=CC=CC=C1,1434
DB02840,CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,1435
DB08465,COC1=CC(N)=C(OC)C(CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2)=C1OC,1436
DB07119,OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1,1437
DB08345,N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1,1438
DB02103,[H][C@@]1(CO)CC[C@@]([H])(O1)N1C=NC2=C1N=C(Cl)N=C2N,1439
DB02259,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O,1440
DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,1441
DB08546,[H][C@]1(O)C[N@]2[C@@]([H])(C1)[C@]1([H])C(=O)N(CC3=CC=C4OCOC4=C3)C(=O)[C@]1([H])[C@]2([H])C1=CC=C(C=C1)C(N)=N,1442
DB01283,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,1443
DB08249,CCCCCCCCOCCOCCOCCOCCOCCO,1444
DB07157,[H][C@](NC(=O)OCC1=CC=CC=C1)(C(C)C)[P@@](O)(=O)O[C@]([H])(C(O)=O)C1=CC(CN)=CC=C1,1445
DB00957,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,1446
DB04552,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,1447
DB07279,[H][C@](C)(COC1=CC(=CC(C)=C1)C(=O)N(CC)C(C)C)NC1=CC=NC=C1,1448
DB02998,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],1449
DB07548,CC1=CN=C(NCC(F)(F)C2=CC=CC=N2)C(=O)N1CC(=O)NCC1=C(F)C=CC=N1,1450
DB00753,FC(F)OC(Cl)C(F)(F)F,1451
DB01134,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C,1452
DB03439,[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N,1453
DB04644,CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl,1454
DB01454,CNC(C)CC1=CC2=C(OCO2)C=C1,1455
DB01406,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,1456
DB01412,CN1C=NC2=C1C(=O)NC(=O)N2C,1457
DB03309,OS(=O)(=O)CCNC1CCCCC1,1458
DB02373,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[W](O)(O)=O)[C@H](O)[C@H]1O,1459
DB04905,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,1460
DB07385,[H][C@@]1(C)C[N@@]1C1=CC(=O)C2=C(C(CO)=C(N2C)C2=CC=CC=C2)C1=O,1461
DB00413,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,1462
DB05408,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F,1463
DB01087,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,1464
DB00502,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,1465
DB02405,OC(=O)CCCCCCCCCCCBr,1466
DB03311,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,1467
DB01274,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,1468
DB02029,IC1=CC=C(NC(=O)NC2CCCCC2)C=C1,1469
DB01422,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,1470
DB06706,CNC(C)CCC=C(C)C,1471
DB04348,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,1472
DB02758,OC(=O)CCC1=CNC2=CC=CC=C12,1473
DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,1474
DB03206,[H][C@]1(O)CN[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,1475
DB08844,O=C1NC2=C(N1)C(=O)NC(=O)N2,1476
DB00835,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,1477
DB05389,O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O,1478
DB01699,[H]\C(C)=C(/N)CCC(O)=O,1479
DB00104,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,1480
DB01325,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1481
DB00150,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,1482
